tlx_group	rdc_significant_maxscore	rdc_significant_length	rdc_chrom	rdc_extended_start	rdc_extended_end	rdc_start	rdc_end	rdc_significant_orientation	rdc_significant_orientation_count	rdc_subset	rdc_gene	rdc_gene_strand	rdc_gene_overlap	rdc_name	rdc_length	rdc_extended_length	rdc_bootstrap_pvalue	rdc_bootstrap_fc	rdc_is_significant	rdc_group	rdc_peak_shape	rdc_is_biphasic	rdc_DRIP_peaks	rdc_forks	rdc_sizesize
DMSO-Inter	5.539421141734653	19246	chr9	41515950	41667950	41561651	41630946	telomeric	1+0-1*	DKFZ	3110039I08Rik	+	99235	RDC-chr9-41.6	69295	152000	1.0153361808325484e-4	2.74540487858447	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	5.541177832266443	275343	chr4	97681232	98148088	97733531	98122591	telomeric	1+0-1*	Wei+DKFZ	Nfia	+	437644	RDC-chr4-97.9	389060	466856	2.7223949209342163e-12	2.9735688256155135	TRUE	1	Single	FALSE	2	NA	NA
DMSO-Inter	5.559592789549212	89111	chr18	69411447	69703447	69540653	69665912	telomeric	1+0-1*	DKFZ	Tcf4	+	276520	RDC-chr18-69.6	125259	292000	4.696906457584972e-8	2.8805947034226422	FALSE	1	Twin	FALSE	3	NA	NA
DMSO-Inter	5.57110209921551	408055	chr15	47854769	48505300	47890099	48474027	bidirectional	1+1-2*	Wei	Csmd3	-	650531	RDC-chr15-48.2	583928	650531	2.026951130198367e-17	3.564294387215542	TRUE	1	Single	FALSE	0	Left-moving	774761
DMSO-Inter	5.587430028742547	682728	chr17	90029556	91019622	90093157	90958061	bidirectional	1+2-1*	Wei+DKFZ	Nrxn1	-	985978	RDC-chr17-90.5	864904	990066	5.28545805712438e-27	3.303457350025004	TRUE	1	Twin	FALSE	0	NA	NA
DMSO-Inter	5.591857551729259	43129	chr3	121295337	121513337	121408336	121487873	telomeric	1+0-1*	Wei+DKFZ	NA	NA	NA	RDC-chr3-121.4	79537	218000	8.29055120107259e-6	2.4420862067677436	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	5.615868415304793	19445	chr18	80908952	81033080	80936299	81008223	telomeric	1+0-1*	Wei	Atp9b	-	25127	RDC-chr18-81.0	71924	124128	9.742425368715532e-5	3.281378178835111	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	5.627864819963388	599870	chr14	116889325	117999315	116917821	117962736	bidirectional	1+2-2*	Wei+DKFZ	Gpc6	+	1054872	RDC-chr14-117.4	1044915	1109990	1.1034112129667238e-20	2.7929739860804195	TRUE	1	Multiple	FALSE	0	NA	NA
DMSO-Inter	5.628037157347041	376312	chr10	119403555	120798994	119497335	120704953	bidirectional	2+2-2*	Wei	Grip1	+	633432	RDC-chr10-120.1	1207618	1395439	6.952663793194231e-14	2.230935640886966	TRUE	2	Multiple	FALSE	0	NA	NA
DMSO-Inter	5.686382491410525	79456	chr3	55614328	55808328	55636948	55719719	centromeric	0+1-1*	Wei	Nbea	-	183133	RDC-chr3-55.7	82771	194000	7.418045880887956e-6	3.0417033538781717	FALSE	2	Single	FALSE	0	NA	NA
DMSO-Inter	5.686382491410525	353533	chr3	25568495	26095331	25610861	26022688	bidirectional	1+1-1*	Wei	Nlgn1	-	526836	RDC-chr3-25.8	411827	526836	1.7911435122325667e-23	4.673858726006055	TRUE	1	Twin	FALSE	0	NA	NA
DMSO-Inter	5.690989181180665	268821	chr10	119853309	120521651	119879380	120460220	bidirectional	2+1-2*	DKFZ	Grip1	+	233958	RDC-chr10-120.2	580840	668342	2.567193127262181e-10	2.3168644117820674	TRUE	2	Multiple	FALSE	0	NA	NA
DMSO-Inter	5.693424068363345	43060	chr6	98910857	99062857	98972308	99037050	centromeric	0+1-1*	DKFZ	Foxp1	-	137515	RDC-chr6-99.0	64742	152000	3.95188320786247e-4	2.996958087541146	FALSE	1	Twin	TRUE	2	Convergent	733444
DMSO-Inter	5.693656678299672	174311	chr10	81057233	81667432	81080436	81646293	bidirectional	1+2-3*	DKFZ	NA	NA	NA	RDC-chr10-81.4	565857	610199	2.687418689619501e-10	2.317960195028375	TRUE	3	Single; Largely overlap	FALSE	47	NA	NA
DMSO-Inter	5.735500857512989	20715	chr5	88908690	89098690	88940559	89011300	centromeric	0+1-1*	Wei	Slc4a4	+	190000	RDC-chr5-89.0	70741	190000	3.975863312950595e-6	3.379139445821131	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	5.735500857512989	520809	chr5	19476473	20818177	19589338	20727177	bidirectional	3+2-4*	Wei	Magi2	+	1228319	RDC-chr5-20.2	1137839	1341704	3.849052420032154e-27	3.3010826247950398	TRUE	1	Twin	FALSE	0	NA	332000
DMSO-Inter	5.763549724851463	38588	chr1	88194924	88326924	88211532	88300207	bidirectional	1+1-1*	Wei+DKFZ	Ugt1a10	+	25078	RDC-chr1-88.3	88675	132000	1.2894705321159883e-5	2.8969454266604187	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	5.775569673425318	485087	chr19	30782154	31666254	30817213	31638444	bidirectional	2+1-1*	DKFZ	Prkg1	-	884100	RDC-chr19-31.2	821231	884100	3.698946593951164e-17	2.726443796437567	TRUE	1	Twin	FALSE	3	NA	NA
DMSO-Inter	5.776593242414647	224760	chr5	81119914	81824798	81141988	81799736	bidirectional	2+1-2*	Wei	Adgrl3	+	704884	RDC-chr5-81.5	657748	704884	5.302735184710466e-10	2.5803147590064803	TRUE	1	Twin	FALSE	0	NA	305148
DMSO-Inter	5.777698738466263	255874	chrX	84484273	85231059	84521985	85200353	telomeric	3+0-1*	Wei+DKFZ	Dmd	+	720777	RDC-chrX-84.9	678368	746786	2.432224865876121e-11	3.0526410998552826	TRUE	1	Twin; Largely overlap	FALSE	0	NA	NA
DMSO-Inter	5.778803596235943	265637	chr5	19655915	20497103	19786226	20422696	bidirectional	2+1-1*	DKFZ	Magi2	+	841188	RDC-chr5-20.1	636470	841188	1.890971774266183e-12	2.681160299416453	TRUE	1	Twin	FALSE	0	NA	332000
DMSO-Inter	5.786512559018682	514639	chrX	86978573	87846134	87080341	87710797	bidirectional	2+1-1*	Wei+DKFZ	Il1rapl1	-	867561	RDC-chrX-87.4	630456	867561	4.85532534893279e-20	3.7956755736002266	TRUE	1	Twin	FALSE	0	NA	NA
DMSO-Inter	5.801230912520156	386556	chr6	33243436	34061756	33276163	34033403	bidirectional	1+1-2*	Wei+DKFZ	Exoc4	+	723853	RDC-chr6-33.7	757240	818320	5.450049649452871e-20	3.0280013138446376	TRUE	1	Twin	FALSE	0	NA	487323
DMSO-Inter	5.801230912520156	583138	chr6	63456753	64335432	63554188	64299119	bidirectional	1+1-1*	Wei+DKFZ	Grid2	+	878679	RDC-chr6-63.9	744931	878679	2.299922987030238e-36	3.8043265657395455	TRUE	1	Twin	FALSE	0	NA	1427110
DMSO-Inter	5.802053232241171	398585	chr14	38662816	39287373	38686197	39261534	bidirectional	1+1-2*	DKFZ	Nrg3	-	624557	RDC-chr14-39.0	575337	624557	5.4699452710035924e-11	3.139979531558809	TRUE	1	Twin	FALSE	0	NA	NA
DMSO-Inter	5.803092671564714	504469	chr1	62016354	62856821	62044397	62790251	bidirectional	1+2-1*	DKFZ	Pard3b	+	625930	RDC-chr1-62.4	745854	840467	3.567757741815885e-19	2.8589896579156724	TRUE	2	Twin	FALSE	0	NA	NA
DMSO-Inter	5.811667819715173	11870	chr13	83688191	83801283	83712269	83764861	telomeric	1+0-1*	Wei+DKFZ	NA	NA	NA	RDC-chr13-83.7	52592	113092	0.0016689267169493693	2.304438982070561	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	5.8840655819872625	121337	chr1	33990242	34334529	34112258	34310721	telomeric	1+0-1*	Wei	Dst	+	318420	RDC-chr1-34.2	198463	344287	8.788351777156995e-10	3.1693537274355794	TRUE	2	Largely overlap	FALSE	3	NA	NA
DMSO-Inter	5.8840655819872625	140688	chr1	176901230	177333230	177040623	177298768	telomeric	1+0-1*	Wei	Akt3	-	238335	RDC-chr1-177.2	258145	432000	1.6530026496611182e-9	2.75722462655312	TRUE	1	Twin	FALSE	4	NA	NA
DMSO-Inter	5.911658365753727	397060	chr4	65457133	66186752	65535405	66044497	bidirectional	1+1-1*	Wei	Astn2	-	729619	RDC-chr4-65.8	509092	729619	2.1058483337680163e-17	3.632344385634625	TRUE	1	Twin	FALSE	0	NA	NA
DMSO-Inter	5.911658365753727	420597	chr4	127888730	128663823	128035250	128634022	bidirectional	1+1-2*	Wei	Csmd2	+	579885	RDC-chr4-128.3	598772	775093	6.296591489694602e-18	3.4911325233905877	TRUE	2	Multiple	FALSE	7	NA	NA
DMSO-Inter	5.958876376420015	116110	chr13	102696942	102955793	102721036	102918658	centromeric	0+1-1*	Wei+DKFZ	Mast4	-	223307	RDC-chr13-102.8	197622	258851	2.237336983442122e-6	2.297300145425422	TRUE	2	Single	FALSE	0	NA	NA
DMSO-Inter	5.987601004842975	66654	chrX	120445157	120709157	120558743	120641015	combined	0+0-1*	Wei	Pcdh11x	+	264000	RDC-chrX-120.6	82272	264000	2.0096276564896184e-8	4.57351932311914	FALSE	1	Twin	FALSE	0	NA	NA
DMSO-Inter	6.006691939756198	335659	chr5	124873075	125657772	125003809	125633151	centromeric	0+3-2*	DKFZ	Tmem132b	+	125354	RDC-chr5-125.3	629342	784697	6.243865988810315e-16	3.261906603749259	TRUE	2	Twin; Largely overlap	FALSE	7	NA	NA
DMSO-Inter	6.00951829996944	52660	chr18	54830756	55006756	54879528	54982243	telomeric	1+0-1*	DKFZ	Gm4221	+	16510	RDC-chr18-54.9	102715	176000	5.6629032972821975e-6	2.8992790459439086	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	6.046484164535687	48895	chr4	18009360	18163360	18038896	18137827	telomeric	1+0-1*	Wei	Mmp16	+	114379	RDC-chr4-18.1	98931	154000	3.371150918309043e-4	2.7676735726712	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	6.069969235715906	135877	chr15	8253805	8758945	8332166	8714654	bidirectional	1+1-1*	Wei	Nipbl	-	175486	RDC-chr15-8.5	382488	505140	3.2716308107365e-6	2.3468379446640317	TRUE	2	Twin	FALSE	2	NA	NA
DMSO-Inter	6.1105555616045395	190750	chr13	23362776	23835090	23387995	23785106	bidirectional	1+2-1*	DKFZ	NA	NA	NA	RDC-chr13-23.6	397111	472314	7.281231888254628e-10	2.7639458617588346	TRUE	3	Largely overlap	FALSE	0	NA	NA
DMSO-Inter	6.145868524374307	378307	chr2	161823523	162498036	161872239	162459002	bidirectional	1+1-1*	Wei+DKFZ	Ptprt	-	674513	RDC-chr2-162.2	586763	674513	2.6743438512611513e-18	2.8460942495491013	TRUE	1	Twin	FALSE	0	NA	NA
DMSO-Inter	6.163695464712295	186857	chr7	49145988	49639769	49189839	49610450	bidirectional	1+1-1*	Wei	Nav2	+	464100	RDC-chr7-49.4	420611	493781	4.693441585342653e-12	3.5528267393328963	TRUE	NA	NA	NA	NA	NA	NA
DMSO-Inter	6.21851338802231	115493	chr7	134662987	135192647	134684310	135154539	bidirectional	1+1-1*	Wei	Dock1	+	503042	RDC-chr7-134.9	470229	529660	1.0908662160036635e-9	3.196077822943495	TRUE	1	Twin	FALSE	1	NA	NA
DMSO-Inter	6.229986508001279	884836	chr8	118255476	119359664	118353163	119328863	bidirectional	1+1-1*	Wei+DKFZ	Cdh13	+	1069453	RDC-chr8-118.8	975700	1104188	1.4273571097092577e-34	3.0070626246616574	TRUE	1	Multiple	TRUE	2	NA	593995
DMSO-Inter	6.230670640846954	25215	chr10	12699127	12873127	12770934	12846175	telomeric	1+0-1*	Wei	Utrn	-	170562	RDC-chr10-12.8	75241	174000	1.438210928936642e-4	2.582361687142969	FALSE	2	Single	FALSE	0	NA	NA
DMSO-Inter	6.235759682954393	509456	chr8	114390265	115286896	114412194	115135359	bidirectional	1+1-2*	Wei	Wwox	+	847261	RDC-chr8-114.8	723165	896631	8.916234626573483e-29	3.7493304767005893	TRUE	1	Multiple	TRUE	0	NA	NA
DMSO-Inter	6.309413929051209	130995	chr1	73794378	74183599	73903227	74154483	telomeric	1+0-1*	DKFZ	6030407O03Rik	-	70088	RDC-chr1-74.0	251256	389221	1.610062288639835e-7	2.386196769456681	TRUE	NA	NA	NA	NA	NA	NA
DMSO-Inter	6.326675211682892	62160	chr10	128321735	128563735	128413345	128466540	centromeric	0+1-1*	Wei	NA	NA	NA	RDC-chr10-128.4	53195	242000	2.0280483438967724e-6	2.787952091993627	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	6.337573686656057	18590	chrX	152181532	152325532	152237359	152295991	centromeric	0+1-1*	Wei+DKFZ	NA	NA	NA	RDC-chrX-152.3	58632	144000	2.5395324981465183e-4	3.3527112058385073	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	6.376692057876981	116747	chr11	76376584	76622584	76401552	76529075	telomeric	1+0-1*	Wei	Abr	-	161007	RDC-chr11-76.5	127523	246000	4.740216583755565e-6	3.057147820045162	TRUE	NA	NA	NA	NA	NA	NA
DMSO-Inter	6.405999628642099	470419	chr10	79641557	80601732	79664336	80430438	telomeric	1+0-2*	DKFZ	NA	NA	NA	RDC-chr10-80.0	766102	960175	3.3508117082145237e-20	2.6597663941608847	TRUE	3	Single; Largely overlap	FALSE	47	NA	NA
DMSO-Inter	6.42107197108019	1416611	chr16	39985451	42192551	40156527	42163617	bidirectional	3+1-4*	Wei+DKFZ	Lsamp	+	648900	RDC-chr16-41.2	2007090	2207100	4.43010199413455e-53	3.1315198099175983	TRUE	1	Largely overlap	FALSE	0	NA	NA
DMSO-Inter	6.452052932905353	30158	chr2	29944677	30080677	29970122	30050327	telomeric	1+0-1*	Wei	NA	NA	NA	RDC-chr2-30.0	80205	136000	2.8948142411094965e-6	4.730229120473026	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	6.493300823263283	71740	chr4	136442035	136616035	136470374	136592166	centromeric	0+1-1*	Wei	NA	NA	NA	RDC-chr4-136.5	121792	174000	9.063987838475088e-6	3.620564808110065	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	6.519666231180292	152672	chr19	5604454	5918191	5634152	5879407	telomeric	1+0-1*	DKFZ	NA	NA	NA	RDC-chr19-5.8	245255	313737	1.4740126359832264e-8	2.8335909325090163	TRUE	NA	NA	NA	NA	NA	NA
DMSO-Inter	6.522185498575366	255308	chr8	120107650	120698712	120222624	120597363	bidirectional	1+1-1*	DKFZ	Gse1	+	352556	RDC-chr8-120.4	374739	591062	1.599047050887191e-17	3.0655477247728844	TRUE	1	Single	FALSE	1	NA	NA
DMSO-Inter	6.533118654584748	90249	chr1	90888465	91162242	90913022	91124168	bidirectional	1+1-1*	Wei	Lrrfip1	+	130516	RDC-chr1-91.0	211146	273777	2.0528885532743156e-6	2.7966861907023377	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	6.5880471910008	202507	chr16	43261054	43663054	43305338	43636879	telomeric	1+0-1*	Wei	Zbtb20	+	381536	RDC-chr16-43.5	331541	402000	5.746454206820153e-13	3.603658167282418	TRUE	1	Twin	FALSE	0	NA	NA
DMSO-Inter	6.650627839050376	30460	chr2	29929668	30089668	29971869	30052442	telomeric	1+0-1*	Wei+DKFZ	NA	NA	NA	RDC-chr2-30.0	80573	160000	2.5863637494489244e-5	2.637712936215626	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	6.653757568316264	70956	chr11	108853329	109079329	108897646	109036948	bidirectional	1+1-1*	Wei+DKFZ	Cep112	+	7286	RDC-chr11-109.0	139302	226000	9.04463825344674e-9	3.0795698924731183	FALSE	2	Largely overlap	FALSE	8	NA	NA
DMSO-Inter	6.740002486114882	21040	chr5	150509855	150631855	150530614	150611379	telomeric	1+0-1*	Wei	NA	NA	NA	RDC-chr5-150.6	80765	122000	0.0012231250614055057	2.6491365777080063	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	6.749479336564229	21566	chr13	29891815	30031815	29919437	29991030	telomeric	1+0-1*	Wei	NA	NA	NA	RDC-chr13-30.0	71593	140000	3.0098276037672836e-4	2.820432466311501	FALSE	2	Multiple	FALSE	5	NA	NA
DMSO-Inter	6.749479336564229	26210	chr6	33829149	33969149	33854942	33931174	telomeric	1+0-1*	DKFZ	Exoc4	+	140000	RDC-chr6-33.9	76232	140000	3.001337437849654e-4	3.4889580937366738	FALSE	1	Twin	FALSE	0	NA	487323
DMSO-Inter	6.749479336564229	245328	chr13	109503128	109990252	109590940	109964914	telomeric	1+0-2*	Wei	Pde4d	+	452841	RDC-chr13-109.8	373974	487124	1.4691946654458582e-11	3.029346797096876	TRUE	1	Largely overlap	FALSE	0	NA	NA
DMSO-Inter	6.811043529471659	68949	chr15	81746384	81975820	81857266	81948742	telomeric	1+0-1*	Wei	NA	NA	NA	RDC-chr15-81.9	91476	229436	4.964030311836236e-7	3.205824820691154	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	6.823593120957742	46639	chr1	88182992	88319957	88200609	88298984	bidirectional	1+1-1*	DKFZ	Ugt1a10	+	37010	RDC-chr1-88.2	98375	136965	4.89832325119708e-7	3.411271409281501	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	6.888083470415618	70797	chr4	89172527	89338527	89192184	89313043	centromeric	0+1-1*	DKFZ	Gm12610	+	43347	RDC-chr4-89.3	120859	166000	5.179056415653291e-5	3.094706302240439	FALSE	3	Snigle; Largely overlap	FALSE	2	NA	NA
DMSO-Inter	6.918947361937117	120651	chr6	28681645	28927645	28715056	28911166	telomeric	1+0-1*	Wei	Snd1	+	246000	RDC-chr6-28.8	196110	246000	7.9331770028304e-11	4.013914905004014	TRUE	1	Single	FALSE	0	NA	316000
DMSO-Inter	6.918947361937117	635760	chr6	63471749	64340826	63542065	64299119	bidirectional	1+1-1*	Wei	Grid2	+	869077	RDC-chr6-63.9	757054	869077	2.1874236809608182e-46	4.692444800116402	TRUE	1	Twin	FALSE	0	NA	1427110
DMSO-Inter	6.926386670895869	31493	chr10	99186571	99328571	99227145	99304786	telomeric	1+0-1*	DKFZ	NA	NA	NA	RDC-chr10-99.3	77641	142000	9.135969132299592e-7	3.3289409806505303	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	6.945389803580136	596621	chr19	30768171	31667881	30811138	31636970	bidirectional	2+1-1*	Wei+DKFZ	Prkg1	-	899710	RDC-chr19-31.2	825832	899710	1.910822672708013e-22	2.9684516437318984	TRUE	1	Twin	FALSE	3	NA	NA
DMSO-Inter	7.042234520976628	33161	chr3	88667486	88797545	88690557	88773760	centromeric	0+1-1*	Wei	NA	NA	NA	RDC-chr3-88.7	83203	130059	1.4680886579818722e-7	4.112939084037349	FALSE	3	Multiple; Largely overlap	FALSE	43	NA	NA
DMSO-Inter	7.045989894908457	18216	chr10	83052336	83259345	83157875	83226871	centromeric	0+1-1*	Wei	Chst11	+	143568	RDC-chr10-83.2	68996	207009	1.544918990955205e-5	2.7222081539630287	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	7.130909354741139	74550	chr3	121279621	121517621	121396582	121487873	telomeric	1+0-1*	DKFZ	NA	NA	NA	RDC-chr3-121.4	91291	238000	1.8142416550289322e-7	3.1220730565095223	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	7.160461008840694	308442	chr9	13416728	13871683	13492429	13844347	telomeric	1+0-1*	Wei	Maml2	+	292805	RDC-chr9-13.7	351918	454955	3.632541803812824e-17	4.3199129771747264	TRUE	2	Single	FALSE	4	NA	316000
DMSO-Inter	7.16232724559168	194277	chr14	25433197	25839197	25467905	25693285	bidirectional	1+1-1*	Wei+DKFZ	Zmiz1	+	207874	RDC-chr14-25.6	225380	406000	8.088766832371208e-10	3.307237699150857	TRUE	1	Largely overlap	FALSE	5	NA	NA
DMSO-Inter	7.183121941776491	217572	chr6	93631713	94177991	93669908	94119932	bidirectional	1+1-2*	Wei+DKFZ	Magi1	-	502538	RDC-chr6-93.9	450024	546278	3.1192909845878454e-16	3.248404410425547	TRUE	1	Single	FALSE	1	NA	661752
DMSO-Inter	7.227277514028401	261229	chr5	124861237	125534728	124983864	125434112	bidirectional	1+1-1*	Wei+DKFZ	Tmem132b	+	2310	RDC-chr5-125.2	450248	673491	6.744643431200572e-21	3.310139251145984	TRUE	2	Twin; Largely overlap	FALSE	7	NA	NA
DMSO-Inter	7.233740867213886	481351	chr15	30125003	31060334	30147249	31032955	bidirectional	2+2-2*	Wei+DKFZ	Ctnnd2	+	856751	RDC-chr15-30.6	885706	935331	5.17549918466205e-19	2.633786204899915	TRUE	2	Multiple	FALSE	0	NA	NA
DMSO-Inter	7.251563516009289	103560	chr13	102705778	103000056	102728173	102921137	centromeric	0+1-1*	Wei	Mast4	-	267570	RDC-chr13-102.8	192964	294278	3.889117509645996e-8	3.134796238244514	TRUE	2	Single	FALSE	0	NA	NA
DMSO-Inter	7.264865874630962	24784	chr4	135191638	135349638	135210873	135285699	bidirectional	1+1-1*	Wei	NA	NA	NA	RDC-chr4-135.2	74826	158000	7.766535917004563e-5	2.9668831689519686	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	7.271071992598219	910705	chr1	61626683	62811274	61657967	62790251	bidirectional	1+1-2*	Wei+DKFZ	Pard3b	+	1003617	RDC-chr1-62.2	1132284	1184591	1.497789559491374e-35	3.081280470726329	TRUE	2	Twin	FALSE	0	NA	NA
DMSO-Inter	7.278808267940373	247760	chr7	117364439	117714499	117392990	117693663	bidirectional	1+1-1*	Wei	Xylt1	+	286651	RDC-chr7-117.5	300673	350060	1.5799658320328863e-15	4.894927842011984	TRUE	NA	NA	NA	NA	NA	NA
DMSO-Inter	7.2984967151175235	239744	chr13	23360776	23836155	23384784	23790237	bidirectional	2+2-2*	Wei+DKFZ	NA	NA	NA	RDC-chr13-23.6	405453	475379	2.3438631021848165e-13	2.9623758059921967	TRUE	3	Largely overlap	FALSE	0	NA	NA
DMSO-Inter	7.450002111410122	26574	chr11	86517419	86705419	86547659	86629136	bidirectional	1+1-1*	DKFZ	NA	NA	NA	RDC-chr11-86.6	81477	188000	3.9056914051954956e-7	3.215077605321508	FALSE	2	Single	FALSE	6	NA	NA
DMSO-Inter	7.524977782724835	39204	chr12	111499884	111728543	111607191	111696512	bidirectional	1+1-1*	Wei+DKFZ	NA	NA	NA	RDC-chr12-111.7	89321	228659	1.4896214543488706e-9	3.5755902118217975	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	7.666690529772072	737275	chr8	16252988	17200896	16293273	17162309	bidirectional	2+1-1*	Wei	Csmd1	-	947908	RDC-chr8-16.7	869036	947908	3.0832425144383325e-46	4.803962523124664	TRUE	1	Twin	FALSE	0	NA	1255662
DMSO-Inter	7.673841595120404	516742	chr6	77137734	77822918	77148179	77694930	bidirectional	1+1-1*	Wei	Ctnna2	-	685184	RDC-chr6-77.4	546751	685184	1.3230116952163855e-42	5.3241613267998495	TRUE	1	Twin	FALSE	0	NA	1180000
DMSO-Inter	7.751599285200951	574479	chr10	90079980	91208628	90115495	91178298	bidirectional	3+2-4*	Wei	Anks1b	+	893320	RDC-chr10-90.6	1062803	1128648	8.664838768045271e-33	3.3331071235130825	TRUE	1	Largely overlap	FALSE	0	NA	NA
DMSO-Inter	7.784334210334801	266925	chr10	32109367	32484657	32141889	32467142	bidirectional	1+1-1*	Wei	Nkain2	-	375290	RDC-chr10-32.3	325253	375290	6.836457182485409e-15	3.856901098036129	TRUE	1	Twin	FALSE	0	NA	NA
DMSO-Inter	7.829218490881677	114383	chr14	25454079	25721657	25589869	25683118	telomeric	1+0-1*	Wei	Zmiz1	+	207874	RDC-chr14-25.6	93249	267578	3.401427144627615e-8	4.72248048287363	TRUE	1	Largely overlap	FALSE	5	NA	NA
DMSO-Inter	7.943288701387371	519151	chr6	77127582	77852918	77148179	77693936	bidirectional	1+1-1*	Wei+DKFZ	Ctnna2	-	725336	RDC-chr6-77.4	545757	725336	4.010560343367667e-37	4.195319271886738	TRUE	1	Twin	FALSE	0	NA	1180000
DMSO-Inter	8.023445380420801	87321	chr13	49283853	49599853	49378261	49498357	centromeric	0+1-1*	Wei	Cenpp	-	135828	RDC-chr13-49.4	120096	316000	1.3307549017401353e-6	2.630743411802059	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	8.13547950991444	76488	chr6	36699947	36884703	36718691	36845171	centromeric	0+1-1*	DKFZ	Dgki	-	47322	RDC-chr6-36.8	126480	184756	5.004873630444614e-8	4.914620997467465	FALSE	2	Snigle; Largely overlap	FALSE	6	NA	NA
DMSO-Inter	8.201652835328884	767802	chr17	89926741	91046372	90036660	90976256	bidirectional	1+1-1*	Wei	Nrxn1	-	1012728	RDC-chr17-90.5	939596	1119631	5.079682602654511e-53	5.174470986436808	TRUE	1	Twin	FALSE	0	NA	NA
DMSO-Inter	8.217163137251966	76878	chr4	89168527	89346527	89192184	89319141	centromeric	0+1-1*	Wei+DKFZ	Gm12610	+	51347	RDC-chr4-89.3	126957	178000	1.0765890392401084e-4	2.6159906185164026	FALSE	3	Snigle; Largely overlap	FALSE	2	NA	NA
DMSO-Inter	8.222394754873209	54070	chr16	92021763	92169763	92038619	92142761	bidirectional	1+1-1*	Wei	NA	NA	NA	RDC-chr16-92.1	104142	148000	8.217591092423706e-12	6.031252855706844	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	8.321385649059795	467117	chr19	30782198	31485183	30815966	31425903	bidirectional	1+1-1*	Wei	Prkg1	-	702985	RDC-chr19-31.1	609937	702985	4.3888565478530584e-24	3.603970381020864	TRUE	1	Twin	FALSE	3	NA	NA
DMSO-Inter	8.331235157476847	117286	chr11	77435432	77722122	77473432	77613544	telomeric	1+0-1*	Wei	Ssh2	+	24788	RDC-chr11-77.5	140112	286690	1.7253810574784223e-7	3.048006096012192	TRUE	NA	NA	NA	NA	NA	NA
DMSO-Inter	8.432134662236168	88437	chr3	126884684	127146684	126904087	127037003	centromeric	0+1-1*	Wei	Ank2	-	225077	RDC-chr3-127.0	132916	262000	2.366662708927612e-10	3.8742528226699133	FALSE	1	Single	FALSE	0	NA	NA
DMSO-Inter	8.484470425810718	214177	chr3	86627451	87192924	86739733	87156252	telomeric	2+0-1*	Wei+DKFZ	Lrba	+	155243	RDC-chr3-86.9	416519	565473	4.542620730895866e-12	2.430547679096043	TRUE	2	Single	FALSE	2	NA	NA
DMSO-Inter	8.51267052398063	61979	chr1	63975938	64149615	64019955	64124768	centromeric	0+1-1*	Wei	Gm35880	+	28080	RDC-chr1-64.1	104813	173677	7.4952423414886686e-6	3.101256008683517	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	8.515226360239602	132115	chr3	109271074	109593074	109324255	109466447	centromeric	0+1-1*	Wei+DKFZ	Vav3	+	252816	RDC-chr3-109.4	142192	322000	4.2484145120942135e-9	2.5864314688697854	TRUE	NA	NA	NA	NA	NA	NA
DMSO-Inter	8.56547394253818	446126	chr1	125867042	126773123	125953497	126611631	bidirectional	1+1-2*	Wei	Nckap5	-	859487	RDC-chr1-126.3	658134	906081	2.1392230321013362e-17	2.9386515221554514	TRUE	1	Single	FALSE	0	NA	NA
DMSO-Inter	8.614945125217467	462002	chr7	115361103	116135465	115453488	116041601	bidirectional	2+1-1*	Wei+DKFZ	Sox6	-	570266	RDC-chr7-115.7	588113	774362	9.533712054792159e-24	3.795674943471204	TRUE	1	Single	FALSE	2	NA	NA
DMSO-Inter	8.824470652010993	203158	chr4	150262504	150672101	150301125	150643890	bidirectional	1+1-1*	Wei	Rere	+	340416	RDC-chr4-150.5	342765	409597	3.298910262225708e-10	3.5384452071759673	TRUE	2	Twin; Largely overlap	FALSE	9	NA	NA
