sample	experiment	run	celltype	treatment	group	group_short	control	organism	path	path_original	bait_chrom	bait_name	alleles	concentration	description	study_geo	subset_detect_offtargets	subset_detect_rdc	subset_aph_concentration	subset_promoter_enhancer_deletion	subset_multiomics_examples	subset_pileups	instrument_model	platform
PW106	APH concentration	B400_017	NPC	APH 0.6 uM 96h	APH 0.6 uM 96h	APH 0.6	FALSE	mouse	Chr8_61Mb_APH06_replicate_1.tlx	APH_concentration/PW106_B400_017_result.tlx	chr8	Chr8_61Mb	2	0.6	ESC-NPC;NXP010; Aphidicolin 0.6 uM 96h	This study	Y	N	Y	N	N	N	Illumina MISEQ V2 250PE	ILLUMINA
PW107	APH concentration	B400_017	NPC	DMSO	DMSO	DMSO	TRUE	mouse	Chr6_70Mb_DMSO_replicate_8.tlx	APH_concentration/PW107_B400_017_result.tlx	chr6	Chr6_70Mb	2	0	ESC-NPC;NXP010; DMSO	This study	Y	Y	Y	N	N	N	Illumina MISEQ V2 250PE	ILLUMINA
PW108	APH concentration	B400_017	NPC	APH 0.2 uM 96h	APH 0.2 uM 96h	APH 0.2	FALSE	mouse	Chr6_70Mb_APH02_replicate_2.tlx	APH_concentration/PW108_B400_017_result.tlx	chr6	Chr6_70Mb	2	0.2	ESC-NPC;NXP010; Aphidicolin 0.2 uM 96h	This study	Y	N	Y	N	N	N	Illumina MISEQ V2 250PE	ILLUMINA
PW109	APH concentration	B400_017	NPC	APH 0.4 uM 96h	APH 0.4 uM 96h	APH 0.4	FALSE	mouse	Chr6_70Mb_APH04_replicate_2.tlx	APH_concentration/PW109_B400_017_result.tlx	chr6	Chr6_70Mb	2	0.4	ESC-NPC;NXP010; Aphidicolin 0.4 uM 96h	This study	Y	Y	Y	N	Y	Y	Illumina MISEQ V2 250PE	ILLUMINA
PW110	APH concentration	B400_017	NPC	APH 0.6 uM 96h	APH 0.6 uM 96h	APH 0.6	FALSE	mouse	Chr6_70Mb_APH06_replicate_2.tlx	APH_concentration/PW110_B400_017_result.tlx	chr6	Chr6_70Mb	2	0.6	ESC-NPC;NXP010; Aphidicolin 0.6 uM 96h	This study	Y	N	Y	N	N	N	Illumina MISEQ V2 250PE	ILLUMINA
PW111	APH concentration	B400_017	NPC	DMSO	DMSO	DMSO	TRUE	mouse	Chr6_70Mb_DMSO_replicate_9.tlx	APH_concentration/PW111_B400_017_result.tlx	chr6	Chr6_70Mb	2	0	ESC-NPC;NXP010; DMSO	This study	Y	Y	Y	N	N	N	Illumina MISEQ V2 250PE	ILLUMINA
PW112	APH concentration	B400_017	NPC	APH 0.2 uM 96h	APH 0.2 uM 96h	APH 0.2	FALSE	mouse	Chr6_70Mb_APH02_replicate_3.tlx	APH_concentration/PW112_B400_017_result.tlx	chr6	Chr6_70Mb	2	0.2	ESC-NPC;NXP010; Aphidicolin 0.2 uM 96h	This study	Y	N	Y	N	N	N	Illumina MISEQ V2 250PE	ILLUMINA
PW113	APH concentration	B400_017	NPC	APH 0.4 uM 96h	APH 0.4 uM 96h	APH 0.4	FALSE	mouse	Chr6_70Mb_APH04_replicate_3.tlx	APH_concentration/PW113_B400_017_result.tlx	chr6	Chr6_70Mb	2	0.4	ESC-NPC;NXP010; Aphidicolin 0.4 uM 96h	This study	Y	Y	Y	N	Y	Y	Illumina MISEQ V2 250PE	ILLUMINA
PW114	APH concentration	B400_017	NPC	APH 0.6 uM 96h	APH 0.6 uM 96h	APH 0.6	FALSE	mouse	Chr6_70Mb_APH06_replicate_3.tlx	APH_concentration/PW114_B400_017_result.tlx	chr6	Chr6_70Mb	2	0.6	ESC-NPC;NXP010; Aphidicolin 0.6 uM 96h	This study	Y	N	Y	N	N	N	Illumina MISEQ V2 250PE	ILLUMINA
PW115	APH concentration	B400_018	NPC	DMSO	DMSO	DMSO	TRUE	mouse	Chr8_61Mb_DMSO_replicate_2.tlx	APH_concentration/PW115_B400_018_result.tlx	chr8	Chr8_61Mb	2	0	ESC-NPC;NXP010; DMSO	This study	Y	Y	Y	N	N	N	Illumina MISEQ V3 300PE	ILLUMINA
PW116	APH concentration	B400_018	NPC	APH 0.2 uM 96h	APH 0.2 uM 96h	APH 0.2	FALSE	mouse	Chr8_61Mb_APH02_replicate_2.tlx	APH_concentration/PW116_B400_018_result.tlx	chr8	Chr8_61Mb	2	0.2	ESC-NPC;NXP010; Aphidicolin 0.2 uM 96h	This study	Y	N	Y	N	N	N	Illumina MISEQ V3 300PE	ILLUMINA
PW117	APH concentration	B400_018	NPC	APH 0.4 uM 96h	APH 0.4 uM 96h	APH 0.4	FALSE	mouse	Chr8_61Mb_APH04_replicate_2.tlx	APH_concentration/PW117_B400_018_result.tlx	chr8	Chr8_61Mb	2	0.4	ESC-NPC;NXP010; Aphidicolin 0.4 uM 96h	This study	Y	Y	Y	N	Y	Y	Illumina MISEQ V3 300PE	ILLUMINA
PW118	APH concentration	B400_018	NPC	APH 0.6 uM 96h	APH 0.6 uM 96h	APH 0.6	FALSE	mouse	Chr8_61Mb_APH06_replicate_2.tlx	APH_concentration/PW118_B400_018_result.tlx	chr8	Chr8_61Mb	2	0.6	ESC-NPC;NXP010; Aphidicolin 0.6 uM 96h	This study	Y	N	Y	N	N	N	Illumina MISEQ V3 300PE	ILLUMINA
PW119	APH concentration	B400_018	NPC	DMSO	DMSO	DMSO	TRUE	mouse	Chr8_61Mb_DMSO_replicate_3.tlx	APH_concentration/PW119_B400_018_result.tlx	chr8	Chr8_61Mb	2	0	ESC-NPC;NXP010; DMSO	This study	Y	Y	Y	N	N	N	Illumina MISEQ V3 300PE	ILLUMINA
PW120	APH concentration	B400_018	NPC	APH 0.2 uM 96h	APH 0.2 uM 96h	APH 0.2	FALSE	mouse	Chr8_61Mb_APH02_replicate_3.tlx	APH_concentration/PW120_B400_018_result.tlx	chr8	Chr8_61Mb	2	0.2	ESC-NPC;NXP010; Aphidicolin 0.2 uM 96h	This study	Y	N	Y	N	N	N	Illumina MISEQ V3 300PE	ILLUMINA
PW121	APH concentration	B400_018	NPC	APH 0.4 uM 96h	APH 0.4 uM 96h	APH 0.4	FALSE	mouse	Chr8_61Mb_APH04_replicate_3.tlx	APH_concentration/PW121_B400_018_result.tlx	chr8	Chr8_61Mb	2	0.4	ESC-NPC;NXP010; Aphidicolin 0.4 uM 96h	This study	Y	Y	Y	N	Y	Y	Illumina MISEQ V3 300PE	ILLUMINA
PW122	APH concentration	B400_018	NPC	APH 0.6 uM 96h	APH 0.6 uM 96h	APH 0.6	FALSE	mouse	Chr8_61Mb_APH06_replicate_3.tlx	APH_concentration/PW122_B400_018_result.tlx	chr8	Chr8_61Mb	2	0.6	ESC-NPC;NXP010; Aphidicolin 0.6 uM 96h	This study	Y	N	Y	N	N	N	Illumina MISEQ V3 300PE	ILLUMINA
PW123	APH concentration	B400_018	NPC	DMSO	DMSO	DMSO	TRUE	mouse	Chr5_101Mb_DMSO_replicate_1.tlx	APH_concentration/PW123_B400_018_result.tlx	chr5	Chr5_101Mb	2	0	ESC-NPC;NXP010; DMSO	This study	Y	Y	Y	N	N	N	Illumina MISEQ V3 300PE	ILLUMINA
PW124	APH concentration	B400_018	NPC	APH 0.2 uM 96h	APH 0.2 uM 96h	APH 0.2	FALSE	mouse	Chr5_101Mb_APH02_replicate_1.tlx	APH_concentration/PW124_B400_018_result.tlx	chr5	Chr5_101Mb	2	0.2	ESC-NPC;NXP010; Aphidicolin 0.2 uM 96h	This study	Y	N	Y	N	N	N	Illumina MISEQ V3 300PE	ILLUMINA
PW125	APH concentration	B400_018	NPC	APH 0.4 uM 96h	APH 0.4 uM 96h	APH 0.4	FALSE	mouse	Chr5_101Mb_APH04_replicate_1.tlx	APH_concentration/PW125_B400_018_result.tlx	chr5	Chr5_101Mb	2	0.4	ESC-NPC;NXP010; Aphidicolin 0.4 uM 96h	This study	Y	Y	Y	N	Y	Y	Illumina MISEQ V3 300PE	ILLUMINA
PW126	APH concentration	B400_018	NPC	APH 0.6 uM 96h	APH 0.6 uM 96h	APH 0.6	FALSE	mouse	Chr5_101Mb_APH06_replicate_1.tlx	APH_concentration/PW126_B400_018_result.tlx	chr5	Chr5_101Mb	2	0.6	ESC-NPC;NXP010; Aphidicolin 0.6 uM 96h	This study	Y	N	Y	N	N	N	Illumina MISEQ V3 300PE	ILLUMINA
PW127	APH concentration	B400_018	NPC	DMSO	DMSO	DMSO	TRUE	mouse	Chr5_101Mb_DMSO_replicate_2.tlx	APH_concentration/PW127_B400_018_result.tlx	chr5	Chr5_101Mb	2	0	ESC-NPC;NXP010; DMSO	This study	Y	Y	Y	N	N	N	Illumina MISEQ V3 300PE	ILLUMINA
PW128	APH concentration	B400_018	NPC	APH 0.2 uM 96h	APH 0.2 uM 96h	APH 0.2	FALSE	mouse	Chr5_101Mb_APH02_replicate_2.tlx	APH_concentration/PW128_B400_018_result.tlx	chr5	Chr5_101Mb	2	0.2	ESC-NPC;NXP010; Aphidicolin 0.2 uM 96h	This study	Y	N	Y	N	N	N	Illumina MISEQ V3 300PE	ILLUMINA
PW129	APH concentration	B400_018	NPC	APH 0.4 uM 96h	APH 0.4 uM 96h	APH 0.4	FALSE	mouse	Chr5_101Mb_APH04_replicate_2.tlx	APH_concentration/PW129_B400_018_result.tlx	chr5	Chr5_101Mb	2	0.4	ESC-NPC;NXP010; Aphidicolin 0.4 uM 96h	This study	Y	Y	Y	N	Y	Y	Illumina MISEQ V3 300PE	ILLUMINA
PW130	APH concentration	B400_018	NPC	APH 0.6 uM 96h	APH 0.6 uM 96h	APH 0.6	FALSE	mouse	Chr5_101Mb_APH06_replicate_2.tlx	APH_concentration/PW130_B400_018_result.tlx	chr5	Chr5_101Mb	2	0.6	ESC-NPC;NXP010; Aphidicolin 0.6 uM 96h	This study	Y	N	Y	N	N	N	Illumina MISEQ V3 300PE	ILLUMINA
PW131	APH concentration	B400_018	NPC	DMSO	DMSO	DMSO	TRUE	mouse	Chr5_101Mb_DMSO_replicate_3.tlx	APH_concentration/PW131_B400_018_result.tlx	chr5	Chr5_101Mb	2	0	ESC-NPC;NXP010; DMSO	This study	Y	Y	Y	N	N	N	Illumina MISEQ V3 300PE	ILLUMINA
PW132	APH concentration	B400_018	NPC	APH 0.2 uM 96h	APH 0.2 uM 96h	APH 0.2	FALSE	mouse	Chr5_101Mb_APH02_replicate_3.tlx	APH_concentration/PW132_B400_018_result.tlx	chr5	Chr5_101Mb	2	0.2	ESC-NPC;NXP010; Aphidicolin 0.2 uM 96h	This study	Y	N	Y	N	N	N	Illumina MISEQ V3 300PE	ILLUMINA
PW133	APH concentration	B400_018	NPC	APH 0.4 uM 96h	APH 0.4 uM 96h	APH 0.4	FALSE	mouse	Chr5_101Mb_APH04_replicate_3.tlx	APH_concentration/PW133_B400_018_result.tlx	chr5	Chr5_101Mb	2	0.4	ESC-NPC;NXP010; Aphidicolin 0.4 uM 96h	This study	Y	Y	Y	N	Y	Y	Illumina MISEQ V3 300PE	ILLUMINA
PW134	APH concentration	B400_018	NPC	APH 0.6 uM 96h	APH 0.6 uM 96h	APH 0.6	FALSE	mouse	Chr5_101Mb_APH06_replicate_3.tlx	APH_concentration/PW134_B400_018_result.tlx	chr5	Chr5_101Mb	2	0.6	ESC-NPC;NXP010; Aphidicolin 0.6 uM 96h	This study	Y	N	Y	N	N	N	Illumina MISEQ V3 300PE	ILLUMINA
PW135	APH concentration	B400_019	NPC	APH 0.3 uM 96h	APH 0.3 uM 96h	APH 0.3	FALSE	mouse	Chr5_101Mb_APH03_replicate_1.tlx	APH_concentration/PW135_B400_019_result.tlx	chr5	Chr5_101Mb	2	0.3	ESC-NPC;NXP010; Aphidicolin 0.3 uM 96h	This study	Y	N	Y	N	N	N	Illumina MISEQ V2 250 pair-end	ILLUMINA
PW136	APH concentration	B400_019	NPC	APH 0.3 uM 96h	APH 0.3 uM 96h	APH 0.3	FALSE	mouse	Chr5_101Mb_APH03_replicate_2.tlx	APH_concentration/PW136_B400_019_result.tlx	chr5	Chr5_101Mb	2	0.3	ESC-NPC;NXP010; Aphidicolin 0.3 uM 96h	This study	Y	N	Y	N	N	N	Illumina MISEQ V2 250 pair-end	ILLUMINA
PW137	APH concentration	B400_019	NPC	APH 0.3 uM 96h	APH 0.3 uM 96h	APH 0.3	FALSE	mouse	Chr5_101Mb_APH03_replicate_3.tlx	APH_concentration/PW137_B400_019_result.tlx	chr5	Chr5_101Mb	2	0.3	ESC-NPC;NXP010; Aphidicolin 0.3 uM 96h	This study	Y	N	Y	N	N	N	Illumina MISEQ V2 250 pair-end	ILLUMINA
PW138	APH concentration	B400_019	NPC	APH 0.3 uM 96h	APH 0.3 uM 96h	APH 0.3	FALSE	mouse	Chr6_70Mb_APH03_replicate_1.tlx	APH_concentration/PW138_B400_019_result.tlx	chr6	Chr6_70Mb	2	0.3	ESC-NPC;NXP010; Aphidicolin 0.3 uM 96h	This study	Y	N	Y	N	N	N	Illumina MISEQ V2 250 pair-end	ILLUMINA
PW139	APH concentration	B400_019	NPC	APH 0.3 uM 96h	APH 0.3 uM 96h	APH 0.3	FALSE	mouse	Chr6_70Mb_APH03_replicate_2.tlx	APH_concentration/PW139_B400_019_result.tlx	chr6	Chr6_70Mb	2	0.3	ESC-NPC;NXP010; Aphidicolin 0.3 uM 96h	This study	Y	N	Y	N	N	N	Illumina MISEQ V2 250 pair-end	ILLUMINA
PW140	APH concentration	B400_019	NPC	APH 0.3 uM 96h	APH 0.3 uM 96h	APH 0.3	FALSE	mouse	Chr8_61Mb_APH03_replicate_1.tlx	APH_concentration/PW140_B400_019_result.tlx	chr8	Chr8_61Mb	2	0.3	ESC-NPC;NXP010; Aphidicolin 0.3 uM 96h	This study	Y	N	Y	N	N	N	Illumina MISEQ V2 250 pair-end	ILLUMINA
PW141	APH concentration	B400_019	NPC	APH 0.3 uM 96h	APH 0.3 uM 96h	APH 0.3	FALSE	mouse	Chr8_61Mb_APH03_replicate_2.tlx	APH_concentration/PW141_B400_019_result.tlx	chr8	Chr8_61Mb	2	0.3	ESC-NPC;NXP010; Aphidicolin 0.3 uM 96h	This study	Y	N	Y	N	N	N	Illumina MISEQ V2 250 pair-end	ILLUMINA
PW146	APH concentration	B400_020	NPC	APH 0.3 uM 96h	APH 0.3 uM 96h	APH 0.3 uM 96h	FALSE	mouse	Chr12_13Mb_APH03_replicate_1.tlx	APH_concentration/PW146_B400_020_result.tlx	chr12	Chr12_13Mb	2	0.3	ESC-NPC;NXP010;Aphidicolin 0.3 uM 96h	This study	Y	N	Y	N	N	N	Illumina MISEQ V3 300 pair-end	ILLUMINA
PW147	APH concentration	B400_020	NPC	APH 0.3 uM 96h	APH 0.3 uM 96h	APH 0.3 uM 96h	FALSE	mouse	Chr12_13Mb_APH03_replicate_2.tlx	APH_concentration/PW147_B400_020_result.tlx	chr12	Chr12_13Mb	2	0.3	ESC-NPC;NXP010;Aphidicolin 0.3 uM 96h	This study	Y	N	Y	N	N	N	Illumina MISEQ V3 300 pair-end	ILLUMINA
PW148	APH concentration	B400_020	NPC	APH 0.3 uM 96h	APH 0.3 uM 96h	APH 0.3 uM 96h	FALSE	mouse	Chr12_13Mb_APH03_replicate_3.tlx	APH_concentration/PW148_B400_020_result.tlx	chr12	Chr12_13Mb	2	0.3	ESC-NPC;NXP010;Aphidicolin 0.3 uM 96h	This study	Y	N	Y	N	N	N	Illumina MISEQ V3 300 pair-end	ILLUMINA
PW149	APH concentration	B400_020	NPC	APH 0.4 uM 96h	APH 0.4 uM 96h	APH 0.4 uM 96h	FALSE	mouse	Chr12_13Mb_APH04_replicate_1.tlx	APH_concentration/PW149_B400_020_result.tlx	chr12	Chr12_13Mb	2	0.4	ESC-NPC;NXP010;Aphidicolin 0.4 uM 96h	This study	Y	Y	Y	N	Y	Y	Illumina MISEQ V3 300 pair-end	ILLUMINA
PW150	APH concentration	B400_020	NPC	APH 0.4 uM 96h	APH 0.4 uM 96h	APH 0.4 uM 96h	FALSE	mouse	Chr12_13Mb_APH04_replicate_2.tlx	APH_concentration/PW150_B400_020_result.tlx	chr12	Chr12_13Mb	2	0.4	ESC-NPC;NXP010;Aphidicolin 0.4 uM 96h	This study	Y	Y	Y	N	Y	Y	Illumina MISEQ V3 300 pair-end	ILLUMINA
PW151	APH concentration	B400_020	NPC	APH 0.6 uM 96h	APH 0.6 uM 96h	APH 0.6 uM 96h	FALSE	mouse	Chr12_13Mb_APH06_replicate_1.tlx	APH_concentration/PW151_B400_020_result.tlx	chr12	Chr12_13Mb	2	0.6	ESC-NPC;NXP010;Aphidicolin 0.6 uM 96h	This study	Y	N	Y	N	N	N	Illumina MISEQ V3 300 pair-end	ILLUMINA
PW152	APH concentration	B400_020	NPC	APH 0.6 uM 96h	APH 0.6 uM 96h	APH 0.6 uM 96h	FALSE	mouse	Chr12_13Mb_APH06_replicate_2.tlx	APH_concentration/PW152_B400_020_result.tlx	chr12	Chr12_13Mb	2	0.6	ESC-NPC;NXP010;Aphidicolin 0.6 uM 96h	This study	Y	N	Y	N	N	N	Illumina MISEQ V3 300 pair-end	ILLUMINA
PW153	APH concentration	B400_020	NPC	APH 0.6 uM 96h	APH 0.6 uM 96h	APH 0.6 uM 96h	FALSE	mouse	Chr12_13Mb_APH06_replicate_3.tlx	APH_concentration/PW153_B400_020_result.tlx	chr12	Chr12_13Mb	2	0.6	ESC-NPC;NXP010;Aphidicolin 0.6 uM 96h	This study	Y	N	Y	N	N	N	Illumina MISEQ V3 300 pair-end	ILLUMINA
VI067	Nrxn1 promoter/enhancer	B400_020	NPC	DMSO	Allelic deletion (22)	DMSO	TRUE	mouse	Chr17_41Mb_DMSO_22_replicate_4.tlx	VI067_B400_020_result.tlx	chr17	Chr17_41Mb	1	0	ESC-NPC;Nxp047;22;DMSO	This study	Y	Y	N	Y	N	N	Illumina MISEQ V3 300 pair-end	ILLUMINA
VI068	Nrxn1 promoter/enhancer	B400_020	NPC	DMSO	Allelic deletion (22)	DMSO	TRUE	mouse	Chr17_41Mb_DMSO_22_replicate_5.tlx	VI068_B400_020_result.tlx	chr17	Chr17_41Mb	1	0	ESC-NPC;Nxp047;22;DMSO	This study	Y	Y	N	Y	N	N	Illumina MISEQ V3 300 pair-end	ILLUMINA
VI069	Nrxn1 promoter/enhancer	B400_020	NPC	DMSO	Allelic+promoter deletion (22/5)	DMSO	TRUE	mouse	Chr17_41Mb_DMSO_22-5_replicate_2.tlx	VI069_B400_020_result.tlx	chr17	Chr17_41Mb	1	0	ESC-NPC;Nxp047;22-5;DMSO	This study	Y	Y	N	Y	N	N	Illumina MISEQ V3 300 pair-end	ILLUMINA
VI070	Nrxn1 promoter/enhancer	B400_020	NPC	DMSO	Allelic+promoter deletion (22/5)	DMSO	TRUE	mouse	Chr17_41Mb_DMSO_22-5_replicate_3.tlx	VI070_B400_020_result.tlx	chr17	Chr17_41Mb	1	0	ESC-NPC;Nxp047;22-5;DMSO	This study	Y	Y	N	Y	N	N	Illumina MISEQ V3 300 pair-end	ILLUMINA
VI071	Nrxn1 promoter/enhancer	B400_020	NPC	DMSO	Allelic+promoter deletion (22/37)	DMSO	TRUE	mouse	Chr17_41Mb_DMSO_22-37_replicate_2.tlx	VI071_B400_020_result.tlx	chr17	Chr17_41Mb	1	0	ESC-NPC;Nxp047;22-37;DMSO	This study	Y	Y	N	Y	N	N	Illumina MISEQ V3 300 pair-end	ILLUMINA
VI072	Nrxn1 promoter/enhancer	B400_020	NPC	APH 0.5 uM 96h	Allelic deletion (22)	APH 0.5 uM 96h	FALSE	mouse	Chr17_41Mb_APH05_22_replicate_4.tlx	VI072_B400_020_result.tlx	chr17	Chr17_41Mb	1	0.5	ESC-NPC;Nxp047;22;Aphidicolin 0.5 uM 96h	This study	Y	Y	N	Y	Y	Y	Illumina MISEQ V3 300 pair-end	ILLUMINA
VI073	Nrxn1 promoter/enhancer	B400_020	NPC	APH 0.5 uM 96h	Allelic deletion (22)	APH 0.5 uM 96h	FALSE	mouse	Chr17_41Mb_APH05_22_replicate_5.tlx	VI073_B400_020_result.tlx	chr17	Chr17_41Mb	1	0.5	ESC-NPC;Nxp047;22;Aphidicolin 0.5 uM 96h	This study	Y	Y	N	Y	Y	Y	Illumina MISEQ V3 300 pair-end	ILLUMINA
VI074	Nrxn1 promoter/enhancer	B400_020	NPC	APH 0.5 uM 96h	Allelic+promoter deletion (22/5)	APH 0.5 uM 96h	FALSE	mouse	Chr17_41Mb_APH05_22-5_replicate_3.tlx	VI074_B400_020_result.tlx	chr17	Chr17_41Mb	1	0.5	ESC-NPC;Nxp047;22-5;Aphidicolin 0.5 uM 96h	This study	Y	Y	N	Y	Y	Y	Illumina MISEQ V3 300 pair-end	ILLUMINA
VI075	Nrxn1 promoter/enhancer	B400_020	NPC	APH 0.5 uM 96h	Allelic+promoter deletion (22/5)	APH 0.5 uM 96h	FALSE	mouse	Chr17_41Mb_APH05_22-5_replicate_4.tlx	VI075_B400_020_result.tlx	chr17	Chr17_41Mb	1	0.5	ESC-NPC;Nxp047;22-5;Aphidicolin 0.5 uM 96h	This study	Y	Y	N	Y	Y	Y	Illumina MISEQ V3 300 pair-end	ILLUMINA
VI076	Nrxn1 promoter/enhancer	B400_020	NPC	APH 0.5 uM 96h	Allelic+promoter deletion (22/37)	APH 0.5 uM 96h	FALSE	mouse	Chr17_41Mb_APH05_22-37_replicate_2.tlx	VI076_B400_020_result.tlx	chr17	Chr17_41Mb	1	0.5	ESC-NPC;Nxp047;22-37;Aphidicolin 0.5 uM 96h	This study	Y	Y	N	Y	Y	Y	Illumina MISEQ V3 300 pair-end	ILLUMINA
PW154_PW157	APH concentration	B400_021	NPC	APH 0.3 uM 96h	APH 0.3 uM 96h	APH 0.3 uM 96h	FALSE	mouse	Chr5_101Mb_APH03_replicate_4.tlx	APH_concentration/PW154_PW157_B400_021_result.tlx	chr5	Chr5_101Mb	2	0.3	ESC-NPC;NXP010;Aphidicolin 0.3 uM 96h	This study	Y	N	Y	N	N	N	Illumina MISEQ V3 300 pair-end	ILLUMINA
PW155	APH concentration	B400_021	NPC	APH 0.3 uM 96h	APH 0.3 uM 96h	APH 0.3 uM 96h	FALSE	mouse	Chr6_70Mb_APH03_replicate_3.tlx	APH_concentration/PW155_B400_021_result.tlx	chr6	Chr6_70Mb	2	0.3	ESC-NPC;NXP010;Aphidicolin 0.3 uM 96h	This study	Y	N	Y	N	N	N	Illumina MISEQ V3 300 pair-end	ILLUMINA
PW156_PW159	APH concentration	B400_021	NPC	APH 0.3 uM 96h	APH 0.3 uM 96h	APH 0.3 uM 96h	FALSE	mouse	Chr8_61Mb_APH03_replicate_3.tlx	APH_concentration/PW156_PW159_B400_021_result.tlx	chr8	Chr8_61Mb	2	0.3	ESC-NPC;NXP010;Aphidicolin 0.3 uM 96h	This study	Y	N	Y	N	N	N	Illumina MISEQ V3 300 pair-end	ILLUMINA
PW158	APH concentration	B400_021	NPC	APH 0.3 uM 96h	APH 0.3 uM 96h	APH 0.3 uM 96h	FALSE	mouse	Chr6_70Mb_APH03_replicate_4.tlx	APH_concentration/PW158_B400_021_result.tlx	chr6	Chr6_70Mb	2	0.3	ESC-NPC;NXP010;Aphidicolin 0.3 uM 96h	This study	Y	N	Y	N	N	N	Illumina MISEQ V3 300 pair-end	ILLUMINA
VI077	Nrxn1 promoter/enhancer	B400_021	NPC	DMSO	Allelic deletion (22)	fndr_22	TRUE	mouse	Chr17_41Mb_DMSO_22_replicate_6.tlx	VI077_B400_021_result.tlx	chr17	Chr17_41Mb	1	0.5	ESC-NPC;Nxp047;22;DMSO	This study	Y	Y	N	Y	N	N	Illumina MISEQ V3 300 pair-end	ILLUMINA
VI078	Nrxn1 promoter/enhancer	B400_021	NPC	APH 0.5 uM 96h	Allelic deletion (22)	fndr_22	FALSE	mouse	Chr17_41Mb_APH05_22_replicate_6.tlx	VI078_B400_021_result.tlx	chr17	Chr17_41Mb	1	0.5	ESC-NPC;Nxp047;22;Aphidicolin 0.5 uM 96h	This study	Y	Y	N	Y	Y	Y	Illumina MISEQ V3 300 pair-end	ILLUMINA
VI079	Nrxn1 promoter/enhancer	B400_021	NPC	DMSO	Allelic+promoter deletion (22/5)	fndr-prom_22-5	TRUE	mouse	Chr17_41Mb_DMSO_22-5_replicate_4.tlx	VI079_B400_021_result.tlx	chr17	Chr17_41Mb	1	0.5	ESC-NPC;Nxp047;22-5;DMSO	This study	Y	Y	N	Y	N	N	Illumina MISEQ V3 300 pair-end	ILLUMINA
VI080	Nrxn1 promoter/enhancer	B400_021	NPC	APH 0.5 uM 96h	Allelic+promoter deletion (22/5)	fndr-prom_22-5	FALSE	mouse	Chr17_41Mb_APH05_22-5_replicate_5.tlx	VI080_B400_021_result.tlx	chr17	Chr17_41Mb	1	0.5	ESC-NPC;Nxp047;22-5;Aphidicolin 0.5 uM 96h	This study	Y	Y	N	Y	Y	Y	Illumina MISEQ V3 300 pair-end	ILLUMINA
VI081	Nrxn1 promoter/enhancer	B400_021	NPC	DMSO	Allelic+promoter deletion (22/37)	fndr-prom_22-37	TRUE	mouse	Chr17_41Mb_DMSO_22-37_replicate_3.tlx	VI081_B400_021_result.tlx	chr17	Chr17_41Mb	1	0.5	ESC-NPC;Nxp047;22-37;DMSO	This study	Y	Y	N	Y	N	N	Illumina MISEQ V3 300 pair-end	ILLUMINA
VI082	Nrxn1 promoter/enhancer	B400_021	NPC	APH 0.5 uM 96h	Allelic+promoter deletion (22/37)	fndr-prom_22-37	FALSE	mouse	Chr17_41Mb_APH05_22-37_replicate_3.tlx	VI082_B400_021_result.tlx	chr17	Chr17_41Mb	1	0.5	ESC-NPC;Nxp047;22-37;Aphidicolin 0.5 uM 96h	This study	Y	Y	N	Y	Y	Y	Illumina MISEQ V3 300 pair-end	ILLUMINA
VI083	Nrxn1 promoter/enhancer	B400_021	NPC	DMSO	Allelic+promoter deletion (22/37)	fndr-prom_22-37	TRUE	mouse	Chr17_41Mb_DMSO_22-37_replicate_4.tlx	VI083_B400_021_result.tlx	chr17	Chr17_41Mb	1	0.5	ESC-NPC;Nxp047;22-37;DMSO	This study	Y	Y	N	Y	N	N	Illumina MISEQ V3 300 pair-end	ILLUMINA
VI084	Nrxn1 promoter/enhancer	B400_021	NPC	APH 0.5 uM 96h	Allelic+promoter deletion (22/37)	fndr-prom_22-37	FALSE	mouse	Chr17_41Mb_APH05_22-37_replicate_4.tlx	VI084_B400_021_result.tlx	chr17	Chr17_41Mb	1	0.5	ESC-NPC;Nxp047;22-37;Aphidicolin 0.5 uM 96h	This study	Y	Y	N	Y	Y	Y	Illumina MISEQ V3 300 pair-end	ILLUMINA
VI085	Nrxn1 promoter/enhancer	B400_022	NPC	DMSO	Parental cell (NXP047)	NXP047	TRUE	mouse	Chr17_41Mb_DMSO_replicate_3.tlx	VI085_B400_022_result.tlx	chr17	Chr17_41Mb	2	0	ESC-NPC;NXP047;DMSO	This study	Y	Y	N	Y	N	N	Illumina MISEQ V3 300 pair-end	ILLUMINA
VI086	Nrxn1 promoter/enhancer	B400_022	NPC	APH 0.5 uM 96h	Parental cell (NXP047)	NXP047	FALSE	mouse	Chr17_41Mb_APH05_replicate_3.tlx	VI086_B400_022_result.tlx	chr17	Chr17_41Mb	2	0.5	ESC-NPC;Nxp047; Aphidicolin 0.5 uM 96h	This study	Y	Y	N	Y	Y	Y	Illumina MISEQ V3 300 pair-end	ILLUMINA
VI087	Nrxn1 promoter/enhancer	B400_022	NPC	DMSO	Parental cell (NXP047)	NXP047	TRUE	mouse	Chr17_41Mb_DMSO_replicate_4.tlx	VI087_B400_022_result.tlx	chr17	Chr17_41Mb	2	0	ESC-NPC;NXP047;DMSO	This study	Y	Y	N	Y	N	N	Illumina MISEQ V3 300 pair-end	ILLUMINA
